ItemName,ItemPrice,Currency,Category,Vendor,Station,FuelPrice,System,slug
Little Timmy,3900.19,credits,Weapon,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,little-timmy
Sharp Something,3934.71,credits,Weapon,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,sharp-something
Unusual Stone Dagger,3896.74,credits,Weapon,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,unusual-stone-dagger
Anti-Energy Scale Mail,9384.63,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,anti-energy-scale-mail
Anubis Armor,6481.92,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,anubis-armor
Arc Dancer's Jump Suit,3931.26,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,arc-dancers-jump-suit
Arc Dancer's Suit,4507.66,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,arc-dancers-suit
Arc Defier Trenchcoat,4417.92,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,arc-defier-trenchcoat
Forest Walker Armor,6281.73,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,forest-walker-armor
Heavy Storm Armor,4193.57,credits,Armor,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,heavy-storm-armor
VIP Pack - 3 days,290,bonds,VIP,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,vip-3
Civ T03-V003-10.50x2-0.05,2257.28,credits,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,strong-multi-stim-v33003
Civ T03-V012-10.50x2-0.05,2257.28,credits,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,strong-multi-stim-v3-3-012
Civ T03-V021-6.11x3-0.1,1736.10,credits,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-021
Civ T03-V024-9.19x2-0.1,1736.10,credits,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-024
Civ T03-V026-7.01x3-0.05,2260.73,credits,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,strong-multi-stim-v3-3-026
Civ T03-V028-6.11x3-0.1,1736.10,credits,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-028
Mil T03-V015-4.59x4-0.03,13,bonds,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,minor-military-stim-v31015
Mil T03-V029-6.24x4-0.03,27,bonds,Medical,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,minor-military-stim-v41029
"""Muscle Pump"" Paste, tier 3",341.70,credits,Food,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,muscle-pump-paste-tier-3
"""Muscle Pump"" Paste, tier 4",521.18,credits,Food,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,muscle-pump-paste-tier-4
"""Tireless"" Tonic, tier 3",307.18,credits,Food,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,tireless-tonic-tier-3
"""Tireless"" Tonic, tier 4",479.76,credits,Food,WELL-MAID WARES,The Maid of Orléans,1294.31,Barnard's Star,tireless-tonic-tier-4
Dur-Zip-Zap,6540.59,credits,Weapon,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,dur-zip-zap
Silenced Song of Dotsent,4052.06,credits,Weapon,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,silenced-song-of-dotsent
Anti-Energy Scale Mail,9384.63,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,anti-energy-scale-mail
Anubis Armor,6481.92,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,anubis-armor
Arc Dancer's Jump Suit,3931.26,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,arc-dancers-jump-suit
Arc Dancer's Suit,4507.66,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,arc-dancers-suit
Arc Defier Trenchcoat,4417.92,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,arc-defier-trenchcoat
Deathwalker Armor,4504.21,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,deathwalker-armor
Elite Storm Armor,6216.15,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,elite-storm-armor
Fire Fu of firefu,26662.84,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,fire-fu-of-firefu
Light Nano-Suit,4359.24,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,light-nano-suit
Mail Backed Lamellar Armor,6157.48,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,mail-backed-lamellar-armor
Spidersilk Flak Jacket,6198.89,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,spidersilk-flak-jacket
Spidersilk Suit Jacket,4138.35,credits,Armor,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,spidersilk-suit-jacket
VIP Pack - 3 days,290,bonds,VIP,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,vip-3
Civ T03-V005-9.19x2-0.1,1736.10,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-005
Civ T03-V006-9.19x2-0.1,1736.10,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-006
Civ T03-V007-6.56x3-0.075,1749.91,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,standard-multi-stim-v3-2-007
Civ T03-V010-10.50x2-0.05,2257.28,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,strong-multi-stim-v3-3-010
Civ T03-V010-9.19x2-0.1,1736.10,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-010
Civ T03-V013-6.56x3-0.075,1749.91,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,standard-multi-stim-v3-2-013
Civ T03-V017-9.19x2-0.1,1736.10,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-017
Civ T03-V017-9.82x2-0.075,1749.91,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,standard-multi-stim-v3-2-017
Civ T03-V020-9.19x2-0.1,1736.10,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-multi-stim-v3-1-020
Civ T03-V020-9.82x2-0.075,1749.91,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,standard-multi-stim-v3-2-020
Civ T03-V021-6.56x3-0.075,1749.91,credits,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,standard-multi-stim-v3-2-021
Mil T03-V015-4.92x4-0.03,14,bonds,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,standard-military-stim-v32015
Mil T03-V015-6.24x4-0.03,27,bonds,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-military-stim-v41015
Mil T03-V031-5.00x5-0.035,27,bonds,Medical,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,minor-military-stim-v41031
"""Deep Thinker"" Cordial, tier 3",307.18,credits,Food,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,deep-thinker-cordial-tier-3
"""Deep Thinker"" Cordial, tier 4",479.76,credits,Food,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,deep-thinker-cordial-tier-4
"""Nimble Mover"" Candy, tier 3",341.70,credits,Food,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,nimble-mover-candy-tier-3
"""Nimble Mover"" Candy, tier 4",521.18,credits,Food,L’Auberge Gift Shop,The Maid of Orléans,1294.31,Barnard's Star,nimble-mover-candy-tier-4
Illuminated Spade,15687.46,credits,Weapon,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,illuminated-spade
Spark Knuckles,24269.20,credits,Weapon,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,spark-knuckles
X25 Deadeye,29363.38,credits,Weapon,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,x25-deadeye
X35 Bumblebee,54977.96,credits,Weapon,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,x35-bumblebee
Absorber Series Hazmagear,30956.94,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,absorber-series-hazmagear
Anti-Energy Scale Mail,35515.58,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,anti-energy-scale-mail
Anubis Armor,24530.44,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,anubis-armor
Arc Dancer's Jump Suit,14877.62,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,arc-dancers-jump-suit
Arc Dancer's Suit,17058.97,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,arc-dancers-suit
Arc Defier Trenchcoat,16719.36,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,arc-defier-trenchcoat
Elite P3 Energy Suit,35946.62,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,elite-p3-energy-suit
Impactful Jumpsuit,30956.94,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,impactfull-jumpsuit
Medium Exo-Suit,16575.68,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,medium-exo-suit
Medium Kinetic Vest,15661.34,credits,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,medium-kinetic-vest
Mohan Jacket,1784,bonds,Armor,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,mohan-jacket
VIP Pack - 3 days,290,bonds,VIP,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,vip-3
Civ T03-V017-10.50x2-0.05,8542.55,credits,Medical,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-017
Civ T03-V018-9.19x2-0.1,6570.19,credits,Medical,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,minor-multi-stim-v3-1-018
Civ T03-V024-9.82x2-0.075,6622.43,credits,Medical,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,standard-multi-stim-v3-2-024
Civ T03-V028-7.01x3-0.05,8555.61,credits,Medical,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-028
"""Last Longer"" Chew bar, tier 3",1293.14,credits,Food,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,last-longer-chew-bar-tier-3
"""Last Longer"" Chew bar, tier 4",1972.36,credits,Food,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,last-longer-chew-bar-tier-4
"""Staying Power"" Seltzer, tier 3",1162.52,credits,Food,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,staying-power-seltzer-tier-3
"""Staying Power"" Seltzer, tier 4",1815.62,credits,Food,Muscle Man Merch,Spirit of Tianjin,4898.2,L726-8,staying-power-seltzer-tier-4
Alpha Prime,14720.87,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,alpha-prime
Corvo,15478.47,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,corvo
Eclipse Wakizashi,14812.31,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,eclipse-wakizashi
G-SAG1E,24804.74,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,g-sag1e
Osmium Club,24830.86,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,osmium-club
X25 Burst Blaster,30813.26,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,x25-burst-blaster
X25 Burst Rifle,23968.77,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,x25-burst-rifle
X25 Burst Rifle: Mark II,32041.09,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,x25-burst-rifle-mark-ii
X25 Burst Rifle: Mark II.V,30447.52,credits,Weapon,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,x25-burst-rifle-mark-iiv
Anti-Energy Scale Mail,35515.58,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,anti-energy-scale-mail
Anubis Armor,24530.44,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,anubis-armor
Arc Dancer's Jump Suit,14877.62,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,arc-dancers-jump-suit
Arc Dancer's Suit,17058.97,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,arc-dancers-suit
Arc Defier Trenchcoat,16719.36,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,arc-defier-trenchcoat
Aurorahunter,1785,bonds,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,aurorahunter
Glass Armor,35802.94,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,glass-armor
Thorax Bodyarmor: Barb Buster Series,22440.52,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,thorax-bodyarmor-barb-buster-series
Thorax Bodyarmor: Blast Buster Series,22505.83,credits,Armor,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,thorax-bodyarmor-blast-buster-series
VIP Pack - 3 days,290,bonds,VIP,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,vip-3
Civ T03-V005-10.50x2-0.05,8542.55,credits,Medical,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v33005
Civ T03-V010-9.19x2-0.1,6570.19,credits,Medical,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,minor-multi-stim-v3-1-010
Civ T03-V011-6.11x3-0.1,6570.19,credits,Medical,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,minor-multi-stim-v3-1-011
Civ T03-V017-9.82x2-0.075,6622.43,credits,Medical,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,standard-multi-stim-v3-2-017
Civ T03-V019-6.11x3-0.1,6570.19,credits,Medical,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,minor-multi-stim-v3-1-019
Civ T03-V025-7.01x3-0.05,8555.61,credits,Medical,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-025
"""Brain Booster"" Bites, tier 3",1293.14,credits,Food,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,brain-booster-bites-tier-3
"""Brain Booster"" Bites, tier 4",1972.36,credits,Food,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,brain-booster-bites-tier-4
"""Chatterbox"" Shake, tier 3",1162.52,credits,Food,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,chatterbox-shake-tier-3
"""Chatterbox"" Shake, tier 4",1815.62,credits,Food,The Taproom's Trinkets,Spirit of Tianjin,4898.2,L726-8,chatterbox-shake-tier-4
DZ Shock Knuckles,24386.75,credits,Weapon,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,dz-shock-knuckles
Joltkeeper,44959.40,credits,Weapon,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,joltkeeper
Joltkeeper 2.0,45560.26,credits,Weapon,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,joltkeeper-20
The Silent One,24243.07,credits,Weapon,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,handgun-reclaim
Absorber Series Flak Jacket,32093.33,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,absorber-series-flak-jacket
Anti-Energy Scale Mail,35515.58,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,anti-energy-scale-mail
Anubis Armor,24530.44,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,anubis-armor
Arc Dancer's Jump Suit,14877.62,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,arc-dancers-jump-suit
Arc Dancer's Suit,17058.97,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,arc-dancers-suit
Arc Defier Trenchcoat,16719.36,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,arc-defier-trenchcoat
Aurorahunter,1785,bonds,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,aurorahunter
Chitin Series Bodyarmor,21656.80,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,chitin-series-bodyarmor
Class 14 Hard Armor,24843.92,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,class-14-hard-armor
Enstek Body Case,23158.93,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,enstek-body-case
Gladiator Gear,23263.42,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,gladiator-gear
Thorax Bodyarmor: Bash Buster Series,22610.32,credits,Armor,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,thorax-bodyarmor-bash-buster-series
VIP Pack - 3 days,290,bonds,VIP,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,vip-3
Civ T03-V006-9.82x2-0.075,6622.43,credits,Medical,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,standard-multi-stim-v3-2-006
Civ T03-V007-6.56x3-0.075,6622.43,credits,Medical,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,standard-multi-stim-v3-2-007
Civ T03-V007-7.01x3-0.05,8555.61,credits,Medical,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-007
Civ T03-V013-7.01x3-0.05,8555.61,credits,Medical,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-013
Civ T03-V014-7.01x3-0.05,8555.61,credits,Medical,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-014
Civ T03-V018-10.50x2-0.05,8542.55,credits,Medical,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,strong-multi-stim-v3-3-018
"""Muscle Pump"" Paste, tier 3",1293.14,credits,Food,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,muscle-pump-paste-tier-3
"""Muscle Pump"" Paste, tier 4",1972.36,credits,Food,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,muscle-pump-paste-tier-4
"""Tireless"" Tonic, tier 3",1162.52,credits,Food,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,tireless-tonic-tier-3
"""Tireless"" Tonic, tier 4",1815.62,credits,Food,Bock's Carnival Curios,Spirit of Tianjin,4898.2,L726-8,tireless-tonic-tier-4
Obsidian Shot,10765.76,credits,Weapon,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,obsidian-shot
Shredhand of moritz,10388.50,credits,Weapon,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,shredhand-of-moritz
Smuggler’s Knuckles,10397.70,credits,Weapon,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,smugglers-knuckles
Anti-Energy Scale Mail,25018.89,credits,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,anti-energy-scale-mail
Anubis Armor,17280.42,credits,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,anubis-armor
Arc Dancer's Jump Suit,10480.51,credits,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,arc-dancers-jump-suit
Arc Dancer's Suit,12017.16,credits,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,arc-dancers-suit
Arc Defier Trenchcoat,11777.93,credits,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,arc-defier-trenchcoat
Aurorahunter,1785,bonds,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,aurorahunter
Ringed Leather Jacket,11971.16,credits,Armor,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,ringed-leather-jacket
VIP Pack - 3 days,290,bonds,VIP,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,vip-3
Civ T03-V003-9.82x2-0.075,4665.16,credits,Medical,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-003
Civ T03-V006-10.50x2-0.05,6017.78,credits,Medical,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,strong-multi-stim-v3-3-006
Civ T03-V009-10.50x2-0.05,6017.78,credits,Medical,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,strong-multi-stim-v3-3-009
Civ T03-V014-6.56x3-0.075,4665.16,credits,Medical,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-014
Civ T03-V021-6.11x3-0.1,4628.36,credits,Medical,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,minor-multi-stim-v3-1-021
"""Brain Booster"" Bites, tier 3",910.95,credits,Food,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,brain-booster-bites-tier-3
"""Brain Booster"" Bites, tier 4",1389.43,credits,Food,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,brain-booster-bites-tier-4
"""Chatterbox"" Shake, tier 3",818.93,credits,Food,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,chatterbox-shake-tier-3
"""Chatterbox"" Shake, tier 4",1279.01,credits,Food,Specialized Specialities,Orwell Stronghold,3450.6,L726-8,chatterbox-shake-tier-4
StealthSMGC1,10314.89,credits,Weapon,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,stealthsmgc1
Sword of Many Truths,10756.56,credits,Weapon,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,sword-of-many-truths
Anti-Energy Scale Mail,25018.89,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,anti-energy-scale-mail
Anubis Armor,17280.42,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,anubis-armor
Arc Dancer's Jump Suit,10480.51,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,arc-dancers-jump-suit
Arc Dancer's Suit,12017.16,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,arc-dancers-suit
Arc Defier Trenchcoat,11777.93,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,arc-defier-trenchcoat
Dō-maru,16277.46,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,do-maru
Light P3 Piercing Suit,10857.77,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,light-p3-piercing-suit
Scrolled Leather Suit,16277.46,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,scrolled-leather-suit
Sinclair Battlegear,11391.46,credits,Armor,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,sinclair-battlegear
VIP Pack - 3 days,290,bonds,VIP,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,vip-3
Civ T03-V003-10.50x2-0.05,6017.78,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,strong-multi-stim-v33003
Civ T03-V006-9.19x2-0.1,4628.36,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,minor-multi-stim-v3-1-006
Civ T03-V011-6.11x3-0.1,4628.36,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,minor-multi-stim-v3-1-011
Civ T03-V019-6.56x3-0.075,4665.16,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-019
Civ T03-V021-7.01x3-0.05,6026.99,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,strong-multi-stim-v3-3-021
Civ T03-V022-6.56x3-0.075,4665.16,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-022
Civ T03-V025-6.56x3-0.075,4665.16,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-025
Civ T03-V026-6.11x3-0.1,4628.36,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,minor-multi-stim-v3-1-026
Civ T03-V026-6.56x3-0.075,4665.16,credits,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-026
Mil T03-V023-4.92x4-0.03,14,bonds,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,standard-military-stim-v32023
Mil T03-V030-4.92x4-0.03,14,bonds,Medical,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,standard-military-stim-v32030
"""Deep Thinker"" Cordial, tier 3",818.93,credits,Food,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,deep-thinker-cordial-tier-3
"""Deep Thinker"" Cordial, tier 4",1279.01,credits,Food,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,deep-thinker-cordial-tier-4
"""Nimble Mover"" Candy, tier 3",910.95,credits,Food,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,nimble-mover-candy-tier-3
"""Nimble Mover"" Candy, tier 4",1389.43,credits,Food,Nyx Knacks,Orwell Stronghold,3450.6,L726-8,nimble-mover-candy-tier-4
Osmium Club,17492.06,credits,Weapon,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,osmium-club
Pointmaker of Perleone,11906.75,credits,Weapon,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,pointmaker-of-perleone
Anti-Energy Scale Mail,25018.89,credits,Armor,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,anti-energy-scale-mail
Anubis Armor,17280.42,credits,Armor,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,anubis-armor
Arc Dancer's Jump Suit,10480.51,credits,Armor,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,arc-dancers-jump-suit
Arc Dancer's Suit,12017.16,credits,Armor,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,arc-dancers-suit
Arc Defier Trenchcoat,11777.93,credits,Armor,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,arc-defier-trenchcoat
Mirrored Kikko Armor,12182.79,credits,Armor,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,mirrored-kikko-armor
VIP Pack - 3 days,290,bonds,VIP,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,vip-3
Civ T03-V003-9.19x2-0.1,4628.36,credits,Medical,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,minor-multi-stim-v3-1-003
Civ T03-V010-9.82x2-0.075,4665.16,credits,Medical,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-010
Civ T03-V012-9.82x2-0.075,4665.16,credits,Medical,Koukoubani's Curiosities,Orwell Stronghold,3450.6,L726-8,standard-multi-stim-v3-2-012
